plot_key,lat,lon,gps_acc_m,alt_m,district,block,habitation,site_polygon,n_trees,loreys_h_m,h_top5_m,h_mean_m,h_max_m,dbh_mean_cm,basal_area_cm2,crown_cover_pct,n_species,dominant_sp,sp_dominance,eth_chm,eth_chm_3x3,eth_chm_std_3x3,eth_sd,eth_sd_3x3,ndvi_amplitude,ndvi_mean
18.616679_82.843587,18.6167,82.8436,4.188,971.4,KORAPUT,SEMILIGUDA,BARIGUDA,,13,6.5345,7.2,3.7838,10.0,5.5582,441.5754,68.0,9,Other,0.3077,14,14.333333015441895,0.4714045207910317,5,5.222222328186035,0.19397554188480992,0.7562512434690242
18.616705_82.856253,18.6167,82.8563,4.971,881.8315,KORAPUT,SEMILIGUDA,KONDASRIMUNDA,,11,1.1313,1.346,1.1464,2.0,1.7073,27.6134,0.0,4,Unidentified shrub22 Indirabuta,0.4545,10,10.11111068725586,0.31426968052735893,5,5.222222328186035,0.22717598494857308,0.5529701671921522
18.616708_82.839955,18.6167,82.84,4.766,978.3,KORAPUT,SEMILIGUDA,BARIGUDA,,17,7.5212,9.0,4.0329,10.0,6.5722,809.8599,53.0,5,Other,0.5882,17,17.22222137451172,0.41573970964156254,6,6.111111164093018,0.10504794124922956,0.8440378376293318
18.616768_82.842999,18.6168,82.843,4.25,974.1,KORAPUT,SEMILIGUDA,BARIGUDA,,18,10.1782,12.4,5.54,15.0,6.9498,906.3078,58.0,6,Other,0.4444,17,16.66666603088379,0.4714045207910317,6,5.777777671813965,0.1773699956395372,0.7909510787979546
18.616998_82.84222,18.617,82.8422,4.786,988.3,KORAPUT,SEMILIGUDA,BARIGUDA,,14,6.665,8.4,4.46,10.0,6.1616,485.5022,63.0,7,Other,0.3571,16,15.88888931274414,0.31426968052731874,6,6.0,0.13880843098044157,0.8228258254961491
18.617277_82.841366,18.6173,82.8414,4.771,999.1,KORAPUT,SEMILIGUDA,BARIGUDA,,17,9.1115,11.4,6.1418,17.0,7.3773,833.6536,58.0,7,Other,0.4706,16,15.88888931274414,0.31426968052731874,6,6.0,0.1523318932789094,0.7927395990625359
18.624624_82.933586,18.6246,82.9336,4.923,856.4443,KORAPUT,SEMILIGUDA,KHASUGUDA,,3,4.5501,3.4333,3.4333,5.0,3.7242,43.7207,48.0,3,Ganga Siuli Nyctanthes arbor tristis,0.3333,12,11.777777671813965,1.1331154474650682,4,4.222222328186035,0.20700489962377713,0.5628318637532166
18.637046_82.971078,18.637,82.9711,4.97,1122.8314,KORAPUT,SEMILIGUDA,KHASUGUDA,,35,4.4298,6.4,2.33,9.0,13.0689,7792.3056,33.0,25,Jamu Koli Syzygium cumini,0.0857,19,18.66666603088379,0.4714045207910317,6,5.777777671813965,0.1494685302573249,0.7559862262093536
18.637227_82.968882,18.6372,82.9689,4.777,1066.8932,KORAPUT,SEMILIGUDA,KHASUGUDA,,24,8.2076,7.0,2.8275,13.0,24.2446,48782.8999,38.0,21,Aanla Emblica officinal,0.0833,16,16.33333396911621,1.0540925533894598,7,6.44444465637207,0.18095919988051343,0.7513471688437419
18.637924_82.967885,18.6379,82.9679,3.79,1028.8727,KORAPUT,SEMILIGUDA,KHASUGUDA,,24,5.7513,13.8,4.3379,43.0,13.9261,5510.2624,33.0,18,Jamu Koli Syzygium cumini,0.125,15,15.0,0.4714045207910317,5,5.222222328186035,0.20714336638201886,0.5853826460499708
18.6389_82.971745,18.6389,82.9717,4.946,1087.733,KORAPUT,SEMILIGUDA,KHASUGUDA,,26,4.4636,6.8,2.8335,9.0,14.0424,6017.5688,58.0,18,Jamu Koli Syzygium cumini,0.1538,17,16.77777862548828,0.6285393610547179,5,5.0,0.170914210897211,0.7085174570740946
18.639738_82.971846,18.6397,82.9718,4.868,1074.9956,KORAPUT,SEMILIGUDA,KHASUGUDA,,29,7.9392,8.0,3.2083,10.0,18.1327,17171.2268,63.0,20,Bahada Terminalia bellirica,0.1034,20,20.11111068725586,0.5665577237325118,5,5.111111164093018,0.17122305410556582,0.7541947322099782
18.639916_82.968455,18.6399,82.9685,4.912,918.2227,KORAPUT,SEMILIGUDA,KHASUGUDA,,15,5.8261,6.2,2.788,7.0,11.6289,3218.2721,28.0,12,Harida Termanalia Chebula,0.1333,18,18.0,0.0,7,7.0,0.2145666476183894,0.7695604790532896
18.640693_82.972283,18.6407,82.9723,4.657,1078.3094,KORAPUT,SEMILIGUDA,KHASUGUDA,,26,5.5686,7.0,3.2269,9.0,12.0468,4754.2765,43.0,17,Panasa Artocarpus heterophyllus,0.1923,23,22.88888931274414,0.7370277311900736,7,6.44444465637207,0.18472837091288258,0.6911394749917565
18.641832_82.972375,18.6418,82.9724,4.967,1010.9517,KORAPUT,SEMILIGUDA,KHASUGUDA,,26,5.9178,6.8,3.285,9.0,10.4797,3874.4679,38.0,17,Jamu Koli Syzygium cumini,0.1154,22,22.0,0.6666666666666666,6,6.0,0.2305358874537372,0.7408715246678622
18.641893_82.969522,18.6419,82.9695,4.666,902.677,KORAPUT,SEMILIGUDA,KHASUGUDA,,21,6.3154,8.2,2.971,14.0,13.2174,4616.9257,28.0,18,Jamu Koli Syzygium cumini,0.1429,14,13.88888931274414,0.31426968052735893,5,5.0,0.18814154849664094,0.5954126504845639
18.644529_82.974055,18.6445,82.9741,5.0,969.5992,KORAPUT,SEMILIGUDA,KHASUGUDA,,23,10.0486,9.0,3.6817,13.0,10.4932,5376.1601,48.0,13,Chandan Santalum album,0.1739,17,16.33333396911621,0.6666666666666666,6,6.0,0.13606908696623068,0.7635406553042037
18.652406_82.811505,18.6524,82.8115,4.8,898.1,KORAPUT,SEMILIGUDA,SAKIAGUDA,,14,6.5734,8.2,4.2721,9.0,6.1388,481.2845,68.0,7,Other,0.2857,23,22.55555534362793,0.8314794192831251,7,7.0,0.19065196899949052,0.7577056650267205
18.652437_82.811106,18.6524,82.8111,4.863,904.3,KORAPUT,SEMILIGUDA,SAKIAGUDA,,16,6.6605,7.8,4.2544,10.0,6.0877,605.7437,58.0,7,Kurei Holarrhena antidysenterica,0.375,19,18.66666603088379,0.4714045207910317,7,7.0,0.12217683924136638,0.7879157105848387
18.65244_82.811768,18.6524,82.8118,4.846,948.9,KORAPUT,SEMILIGUDA,SAKIAGUDA,,17,6.6834,8.8,4.5041,9.0,6.6283,696.3029,68.0,10,Other,0.2353,24,23.66666603088379,0.4714045207910317,8,7.222222328186035,0.15910401126205906,0.7999951770550386
18.652644_82.812857,18.6526,82.8129,4.914,943.3,KORAPUT,SEMILIGUDA,SAKIAGUDA,,13,6.1157,7.2,3.6585,8.0,5.5827,422.5564,78.0,3,Other,0.5385,21,21.11111068725586,0.31426968052731874,7,7.0,0.12059907992013415,0.8103697269836528
18.652647_82.812143,18.6526,82.8121,4.749,922.8,KORAPUT,SEMILIGUDA,SAKIAGUDA,,16,9.5461,10.6,6.3756,15.0,6.3264,602.7198,58.0,7,Sindura Bixa orellana,0.3125,25,25.0,0.0,8,7.666666507720947,0.1287993827984687,0.7982612859625114
18.652919_82.810902,18.6529,82.8109,4.45,872.9,KORAPUT,SEMILIGUDA,SAKIAGUDA,,22,8.0934,10.0,4.8968,12.0,6.8292,1069.0438,58.0,11,Other,0.2273,22,22.22222137451172,0.41573970964156254,8,8.0,0.14380572124356483,0.7981328637248736
18.653207_82.811814,18.6532,82.8118,4.857,931.5,KORAPUT,SEMILIGUDA,KHARAGUDA,,13,7.5104,8.6,4.4515,10.0,4.5053,255.762,78.0,8,Other,0.3846,24,23.77777862548828,0.41573970964156254,7,7.222222328186035,0.12979549436919186,0.7914342022986594
18.653365_82.811206,18.6534,82.8112,4.197,904.0,KORAPUT,SEMILIGUDA,KHARAGUDA,,15,14.6223,16.2,7.6267,30.0,5.6235,484.0698,63.0,10,Other,0.2,23,23.44444465637207,0.4969039949999985,8,8.0,0.1637285756098382,0.7820158138469084
18.653369_82.81268,18.6534,82.8127,4.238,944.1,KORAPUT,SEMILIGUDA,SAKIAGUDA,,15,9.5812,10.2,4.834,15.0,5.6659,506.8289,63.0,3,Other,0.6,21,20.11111068725586,0.8748897637790772,7,7.0,0.12650446112974342,0.8179187531587696
18.676799_82.963237,18.6768,82.9632,3.9,1324.072,KORAPUT,SEMILIGUDA,BARAKANTI,,13,7.0981,7.8,6.1538,9.0,9.3779,1034.5867,48.0,4,Other,0.6154,16,15.88888931274414,0.5665577237325118,5,5.222222328186035,0.07290504053985071,0.8417152592838341
18.677433_82.964683,18.6774,82.9647,3.9,1260.925,KORAPUT,SEMILIGUDA,BARAKANTI,,16,9.623,10.4,7.3125,11.0,10.166,1710.6769,38.0,5,Other,0.5,18,18.22222137451172,0.41573970964156254,6,6.0,0.1045779752228922,0.8634296737598912
18.678063_82.960975,18.6781,82.961,3.9,1333.637,KORAPUT,SEMILIGUDA,BARAKANTI,,12,9.3374,9.8,7.5,10.0,8.3026,874.636,38.0,6,Other,0.5,15,14.777777671813965,1.1331154474650682,6,6.0,0.07570002054778924,0.8248125258371353
18.678762_82.958297,18.6788,82.9583,3.9,1302.41,KORAPUT,SEMILIGUDA,BARAKANTI,,13,9.2571,11.4,7.9231,15.0,10.8715,1709.1649,43.0,5,Other,0.4615,13,13.11111068725586,0.31426968052735893,5,5.0,0.10889855212787916,0.7865620001138949
18.678843_82.963663,18.6788,82.9637,3.9,1198.23,KORAPUT,SEMILIGUDA,BARAKANTI,,15,9.2189,9.4,6.4667,10.0,8.467,1266.6346,38.0,7,Other,0.3333,15,15.333333015441895,0.4714045207910317,5,5.0,0.07846793453532533,0.8292949880554797
18.679113_82.96907,18.6791,82.9691,3.9,1200.395,KORAPUT,SEMILIGUDA,BARAKANTI,,11,8.2683,8.4,5.1818,9.0,6.2504,554.3367,38.0,4,Unidentified tree pitipordo,0.6364,11,11.333333015441895,0.4714045207910317,5,5.0,0.13431458975066163,0.814105397474878
18.679282_82.97123,18.6793,82.9712,3.9,1139.38,KORAPUT,SEMILIGUDA,BARAKANTI,,11,9.8936,9.0,5.8182,11.0,10.8515,1978.0572,43.0,7,Unidentified tree5 Meluanduni,0.2727,19,19.22222137451172,0.41573970964156254,6,6.0,0.06177675715851796,0.8496246604931957
18.679754_82.975404,18.6798,82.9754,3.9,1230.733,KORAPUT,SEMILIGUDA,BARAKANTI,,19,7.5253,8.4,5.7368,9.0,8.142,1325.9198,38.0,6,Jamu Koli Syzygium cumini,0.2632,16,15.333333015441895,0.6666666666666666,6,5.44444465637207,0.0728440767941888,0.8223165878263415
18.680077_82.962886,18.6801,82.9629,1.434,1133.864,KORAPUT,SEMILIGUDA,BARAKANTI,,18,6.7946,7.6,5.0556,9.0,6.5784,859.1184,38.0,10,Other,0.3333,15,15.333333015441895,0.4714045207910317,6,6.222222328186035,0.09061892871684711,0.8781885075454524
18.680447_82.973233,18.6804,82.9732,3.9,1145.651,KORAPUT,SEMILIGUDA,BARAKANTI,,18,8.4104,9.0,6.7222,9.0,9.4962,1622.3459,33.0,5,Unidentified tree pitipordo,0.4444,13,12.666666984558105,0.4714045207910317,6,5.44444465637207,0.10707152290313725,0.8211302936270922
18.681063_82.964409,18.6811,82.9644,3.9,1108.801,KORAPUT,SEMILIGUDA,BARAKANTI,,13,5.3048,5.6,3.9231,6.0,8.0067,971.0839,53.0,5,Jamu Koli Syzygium cumini,0.3077,14,13.666666984558105,0.4714045207910317,5,5.0,0.08371789042482904,0.8595820446700826
18.681071_82.975365,18.6811,82.9754,3.9,1178.106,KORAPUT,SEMILIGUDA,BARAKANTI,,7,3.3096,2.8,2.4286,4.0,1.8644,25.7035,43.0,5,Kudedi Holoptelea integrifolia,0.2857,17,17.22222137451172,0.41573970964156254,6,6.0,0.09215591774378426,0.853748328599304
18.681102_82.975437,18.6811,82.9754,3.9,1161.198,KORAPUT,SEMILIGUDA,BARAKANTI,,13,8.2248,9.0,7.0,9.0,8.8392,1005.9388,43.0,4,Jamu Koli Syzygium cumini,0.3846,17,17.22222137451172,0.41573970964156254,6,6.0,0.09215591774378426,0.853748328599304
18.681326_82.957064,18.6813,82.9571,3.9,1256.01,KORAPUT,SEMILIGUDA,BARAKANTI,,14,8.5394,9.6,5.9286,10.0,8.6171,1104.9332,38.0,7,Other,0.2857,12,12.0,0.0,5,5.0,0.10660864339847025,0.7678352526460235
18.681329_82.960893,18.6813,82.9609,0.962,1098.317,KORAPUT,SEMILIGUDA,BARAKANTI,,14,7.5834,7.6,4.4286,9.0,7.3439,1039.043,33.0,6,Unidentified tree6 Modei,0.3571,15,15.11111068725586,0.31426968052731874,6,6.0,0.1294214618228243,0.8331306825423371
18.681538_82.974712,18.6815,82.9747,3.9,1140.619,KORAPUT,SEMILIGUDA,BARAKANTI,,16,11.6345,10.2,6.6875,15.0,9.6289,2017.2889,48.0,2,Other,0.875,16,15.666666984558105,0.4714045207910317,7,6.777777671813965,0.06359749266483196,0.8616828428177645
18.681742_82.961581,18.6817,82.9616,1.623,1112.083,KORAPUT,SEMILIGUDA,BARAKANTI,,24,7.1943,8.2,5.0875,9.0,8.475,1914.2361,63.0,9,Sirisa Albizia lebbeck,0.2083,14,13.777777671813965,0.41573970964156254,6,6.0,0.10570349254583264,0.8467968905508103
18.681765_82.962915,18.6818,82.9629,10.197,1099.556,KORAPUT,SEMILIGUDA,BARAKANTI,,21,4.8528,5.6,3.619,7.0,6.0327,764.262,68.0,6,Other,0.3333,12,12.222222328186035,0.41573970964156254,6,5.888888835906982,0.11965513992242141,0.8607789895794018
18.681858_82.963077,18.6819,82.9631,3.9,1130.134,KORAPUT,SEMILIGUDA,BARAKANTI,,8,6.8602,5.6,4.25,9.0,7.0028,480.0113,53.0,5,Sirisa Albizia lebbeck,0.25,12,12.333333015441895,0.4714045207910317,5,5.55555534362793,0.1331744885637606,0.8390788958107179
18.681878_82.962774,18.6819,82.9628,3.9,1043.355,KORAPUT,SEMILIGUDA,BARAKANTI,,12,4.9136,5.0,3.5833,6.0,7.9577,862.4606,53.0,7,Jamu Koli Syzygium cumini,0.25,12,12.0,0.0,6,5.777777671813965,0.12738260890869865,0.8319873729087115
18.682446_82.965478,18.6824,82.9655,1.026,1126.695,KORAPUT,SEMILIGUDA,BARAKANTI,,11,7.8139,8.2,5.7273,9.0,6.6556,587.9184,38.0,6,Kunuwa,0.2727,14,13.44444465637207,0.4969039949999476,5,5.222222328186035,0.12431214439531707,0.8646172675143731
18.68257_82.965576,18.6826,82.9656,3.9,1101.676,KORAPUT,SEMILIGUDA,BARAKANTI,,7,5.5816,4.6,3.8571,6.0,8.9127,657.1508,58.0,4,Pitmari Cipadessa baccifera,0.5714,13,13.333333015441895,0.4714045207910317,6,5.666666507720947,0.12546224999446476,0.8783058636651654
18.682588_82.96899,18.6826,82.969,4.47,1055.569,KORAPUT,SEMILIGUDA,BARAKANTI,,8,4.9096,5.0,4.25,6.0,8.2363,524.8134,48.0,4,Sindura Bixa orellana,0.375,16,16.77777862548828,1.0304020550550836,5,5.55555534362793,0.1607699519939191,0.7144251081099743
18.68293_82.957086,18.6829,82.9571,3.9,1174.246,KORAPUT,SEMILIGUDA,BARAKANTI,,9,8.9559,9.2,6.5556,10.0,8.9834,752.3254,43.0,5,Other,0.5556,10,10.0,0.0,5,5.0,0.17980065377434615,0.811652141513846
18.682982_82.96547,18.683,82.9655,3.9,1098.167,KORAPUT,SEMILIGUDA,BARAKANTI,,11,5.1569,5.4,4.3636,6.0,8.7969,855.617,48.0,7,Jamu Koli Syzygium cumini,0.3636,14,13.11111068725586,0.8748897637790918,6,5.222222328186035,0.11765815396519617,0.7871997710897223
18.683549_82.961884,18.6835,82.9619,3.9,1043.355,KORAPUT,SEMILIGUDA,BARAKANTI,,9,5.8048,5.6,3.4844,7.0,7.7102,703.9423,48.0,5,Karanja Pongamia pinnata,0.4444,12,12.0,0.0,5,5.0,0.08180243336581176,0.8433438319430148
18.683884_82.961298,18.6839,82.9613,3.9,1097.574,KORAPUT,SEMILIGUDA,BARAKANTI,,13,5.5715,5.6,4.2308,7.0,7.0273,794.2627,53.0,7,Jamu Koli Syzygium cumini,0.3077,13,13.0,0.0,6,5.666666507720947,0.06581141596500584,0.8624903316229172
18.684793_82.959743,18.6848,82.9597,3.9,1062.051,KORAPUT,SEMILIGUDA,BARAKANTI,,10,6.8405,6.4,4.9,8.0,5.8251,385.0754,48.0,6,Kendu Diospyros melanoxylon,0.3,14,14.0,0.0,5,5.0,0.052322487211569235,0.8734019177594625
18.686431_82.9618,18.6864,82.9618,3.9,1024.197,KORAPUT,SEMILIGUDA,BARAKANTI,,4,6.8591,3.7825,3.7825,8.0,7.162,239.6873,63.0,4,Dhatuki Woodfordia fruticosa,0.25,9,9.44444465637207,0.4969039949999476,4,4.55555534362793,0.1752640296080643,0.5355324982936728
18.686566_82.958633,18.6866,82.9586,3.9,1030.281,KORAPUT,SEMILIGUDA,BARAKANTI,,10,9.5657,8.4,6.2,11.0,8.467,984.2142,58.0,8,Karanja Pongamia pinnata,0.3,12,12.333333015441895,0.4714045207910317,5,5.0,0.12113993316329964,0.7333911672453814
18.69107_82.868956,18.6911,82.869,3.9,834.611,KORAPUT,SEMILIGUDA,BARAKANTI,,5,4.4126,2.33,2.33,5.0,6.1115,241.7564,53.0,4,Pijuli Psidium guajava,0.4,15,14.625,0.4841229182759271,6,6.125,0.09612924569069863,0.4745418567488029
20.621695_85.564537,20.6217,85.5645,4.912,78.0701,DHENKANAL,SADAR,MANGALPUR,,40,4.0716,7.8,2.2765,9.0,4.111,2954.764,18.0,16,Jamu Koli Syzygium cumini,0.225,13,13.0,0.0,5,5.0,0.2023173785667502,0.6810183374306782
20.741885_84.698598,20.7419,84.6986,4.833,258.9,ANGUL,ATHAMALLIK,KANSAB,,60,12.2307,15.46,3.8882,18.5,7.024,7751.6415,53.0,23,Sidha Lagerstroemia parviflor,0.1,24,23.66666603088379,0.4714045207910317,8,8.0,0.1509771262903815,0.7130101637731413
20.742247_84.697628,20.7422,84.6976,2.1,285.3,ANGUL,ATHAMALLIK,KANSAB,,63,14.1315,14.28,3.0148,25.0,7.3666,11772.532,43.0,23,Marmadi Antidesma acidum,0.2381,25,25.0,0.0,7,7.111111164093018,0.13435224719259953,0.7180518459789774
20.742487_84.696332,20.7425,84.6963,3.9,311.0,ANGUL,ATHAMALLIK,KANSAB,,66,11.2493,14.5,3.1758,18.5,6.4434,6741.8034,38.0,24,Kurei Holarrhena antidysenterica,0.1364,24,23.44444465637207,0.4969039949999985,8,8.0,0.17067692814089408,0.6909573085062173
20.743825_84.696419,20.7438,84.6964,4.332,286.8,ANGUL,ATHAMALLIK,KANSAB,,57,6.2732,8.42,2.0835,10.5,6.0479,5654.3772,48.0,22,Kurei Holarrhena antidysenterica,0.193,20,20.11111068725586,0.31426968052731874,7,7.333333492279053,0.1347107847186312,0.693639042107279
20.744313_84.694294,20.7443,84.6943,4.834,336.7,ANGUL,ATHAMALLIK,KANSAB,,50,26.6539,21.8,5.0334,35.5,6.2261,7404.5246,38.0,21,Marmadi Antidesma acidum,0.16,21,21.33333396911621,0.4714045207910317,7,7.222222328186035,0.14279793806977142,0.6996046981192895
20.744556_84.693554,20.7446,84.6936,4.745,308.2,ANGUL,ATHAMALLIK,KANSAB,,53,24.0924,20.72,2.5585,28.0,5.5194,9080.9832,38.0,23,Kusuma Schleichera oleosa,0.1321,21,21.33333396911621,0.4714045207910317,7,7.44444465637207,0.1177990932854957,0.7119279896005912
20.745076_84.695402,20.7451,84.6954,4.933,277.9,ANGUL,ATHAMALLIK,KANSAB,,74,7.6336,8.6,2.5516,12.5,5.2607,4557.0039,53.0,19,Karada Gardenia turgida,0.2297,23,23.0,0.0,8,7.888888835906982,0.12984607776414325,0.7133689498924616
20.745582_84.692273,20.7456,84.6923,4.583,286.0,ANGUL,ATHAMALLIK,KANSAB,,42,16.7904,22.18,8.0543,25.0,9.3068,5536.3639,53.0,16,Karada Gardenia turgida,0.1905,23,23.0,0.0,7,7.0,0.1687504247308085,0.6687793992235362
20.746348_84.694433,20.7463,84.6944,4.5,255.8,ANGUL,ATHAMALLIK,KANSAB,,44,20.662,13.92,3.6463,25.0,6.8292,9130.2416,58.0,13,Karada Gardenia turgida,0.3636,20,20.66666603088379,0.6666666666666666,9,8.777777671813965,0.10531818482386598,0.6921780773164037
20.747267_84.691992,20.7473,84.692,5.0,292.1,ANGUL,ATHAMALLIK,KANSAB,,67,21.1112,22.08,3.5181,28.5,4.9219,6478.0836,43.0,24,Kurei Holarrhena antidysenterica,0.209,21,21.0,0.0,7,6.777777671813965,0.15266085065342733,0.6629419712212273
20.759342_84.70982,20.7593,84.7098,4.829,217.1,ANGUL,ATHAMALLIK,GHANAJODI,,72,13.6153,16.2,4.2475,18.0,6.8216,7949.0732,38.0,25,Karada Gardenia turgida,0.125,23,23.55555534362793,0.4969039949999985,6,6.0,0.11455825693481043,0.7609242555750292
20.760064_84.721146,20.7601,84.7211,4.82,256.6,ANGUL,ATHAMALLIK,GHANAJODI,,38,12.1093,15.66,4.8561,18.5,7.0196,3169.7298,38.0,14,Kurei Holarrhena antidysenterica,0.2105,26,25.44444465637207,0.4969039949999985,7,7.0,0.2149542799381713,0.706467391687336
20.760492_84.717751,20.7605,84.7178,4.94,245.5,ANGUL,ATHAMALLIK,GHANAJODI,,43,33.5731,27.0,5.7926,50.0,8.4093,7425.8513,43.0,13,Kurei Holarrhena antidysenterica,0.2558,24,24.0,0.0,7,7.0,0.20454056660621045,0.7059822068745337
20.761327_84.711584,20.7613,84.7116,4.92,201.7,ANGUL,ATHAMALLIK,GHANAJODI,,54,7.4375,11.8,3.753,15.0,5.6058,2958.1333,48.0,14,Marmadi Antidesma acidum,0.1481,23,23.0,0.0,6,6.55555534362793,0.1921865692664388,0.6946815271712515
20.76148_84.72302,20.7615,84.723,4.966,248.2,ANGUL,ATHAMALLIK,GHANAJODI,,63,9.6158,14.86,4.0056,20.8,6.6845,4355.0363,43.0,16,Asana Terminalia alata,0.2381,21,20.77777862548828,0.41573970964156254,7,7.0,0.21241903296894596,0.720531755113819
20.761498_84.715991,20.7615,84.716,4.907,211.7,ANGUL,ATHAMALLIK,GHANAJODI,,188,3.9265,11.76,4.25,12.0,5.3097,8741.4261,38.0,18,Dhauda Anogeissus latifolia,0.1702,21,20.77777862548828,0.41573970964156254,7,7.0,0.17984325781438718,0.7229286218688687
20.76178_84.706629,20.7618,84.7066,4.55,301.4,ANGUL,ATHAMALLIK,GHANAJODI,,53,5.3411,8.2,2.7185,12.0,3.8137,1468.6022,38.0,17,Marmadi Antidesma acidum,0.1887,21,21.88888931274414,0.8748897637790772,7,7.111111164093018,0.18896933246937153,0.6929864366347023
20.763036_84.72282,20.763,84.7228,4.204,229.3898,ANGUL,ATHAMALLIK,GHANAJODI,,27,12.3749,12.8,4.4833,17.0,6.2483,2081.5875,68.0,9,Teak_Tectona_grandis,0.2963,20,20.22222137451172,0.41573970964156254,6,6.333333492279053,0.2605445913190987,0.6884117294656809
20.76408_84.715482,20.7641,84.7155,4.925,215.6,ANGUL,ATHAMALLIK,GHANAJODI,,12,2.5771,1.132,0.5825,2.6,3.7932,853.9458,98.0,5,Kendu Diospyros melanoxylon,0.4167,19,19.66666603088379,1.3333333333333333,9,7.44444465637207,0.19130014626588365,0.5265604466050204
20.764457_84.718917,20.7645,84.7189,3.0,259.5,ANGUL,ATHAMALLIK,GHANAJODI,,49,17.5956,21.2,5.9673,28.5,7.4575,5576.3117,43.0,11,Buduli Butea superba,0.2653,23,22.66666603088379,0.4714045207910317,7,7.0,0.20173471176735971,0.7051268094278552
20.767532_84.743722,20.7675,84.7437,4.824,226.8679,ANGUL,ATHAMALLIK,KANTAPADA,,18,11.7766,8.6,3.2406,16.0,4.7393,831.7039,48.0,12,Khakada_Casearia_elliptica,0.1667,19,18.88888931274414,0.31426968052731874,7,7.0,0.0862456944805088,0.7631489767048231
20.802758_84.651615,20.8028,84.6516,3.977,128.5159,ANGUL,ATHAMALLIK,JOGI BANDHA,,20,17.0603,28.4,11.1204,44.0,10.7907,4294.0004,58.0,15,Nimba Azadirachta indica,0.15,21,20.77777862548828,0.41573970964156254,7,7.0,0.21570737820982472,0.7154196373678723
20.803186_84.650445,20.8032,84.6504,4.484,120.5603,ANGUL,ATHAMALLIK,JOGI BANDHA,,19,18.8636,16.4,5.69,26.0,9.1975,4498.5543,78.0,15,Kasi Bridelia squamosa/retusa,0.1053,20,20.44444465637207,0.4969039949999476,7,6.888888835906982,0.23607897422555327,0.6859252262283851
20.803305_84.650996,20.8033,84.651,4.645,115.4308,ANGUL,ATHAMALLIK,JOGI BANDHA,,20,11.2167,11.4,3.8444,13.0,5.8489,1451.8711,68.0,14,Sidha Lagerstroemia parviflora,0.15,20,20.33333396911621,0.4714045207910317,7,6.888888835906982,0.2402456177965817,0.6849944183104985
20.803378_84.649662,20.8034,84.6497,4.829,108.0541,ANGUL,ATHAMALLIK,JOGI BANDHA,,18,8.1011,10.8,3.5168,15.0,7.3742,2293.5023,93.0,13,Karada Cleistanthus collinus,0.1111,20,20.55555534362793,0.4969039949999476,6,6.0,0.20836790105361527,0.6794819686276001
20.80382_84.649267,20.8038,84.6493,4.462,97.6523,ANGUL,ATHAMALLIK,JOGI BANDHA,,17,14.1198,13.8,5.3371,15.0,10.7476,4561.3807,63.0,11,Karada Cleistanthus collinus,0.1765,21,20.88888931274414,0.7370277311900736,6,6.0,0.20657212823870272,0.7137006427901745
20.804067_84.651992,20.8041,84.652,3.977,123.3932,ANGUL,ATHAMALLIK,JOGI BANDHA,,19,16.3576,15.8,5.2083,20.0,7.7232,2310.2136,28.0,13,Sidha Lagerstroemia parviflor,0.2105,22,21.44444465637207,0.8314794192831251,6,6.0,0.23613239264055,0.6903535050977216
20.805056_84.651723,20.8051,84.6517,4.269,118.7799,ANGUL,ATHAMALLIK,JOGI BANDHA,,14,12.1941,11.6,4.5246,16.0,8.6398,1840.7861,58.0,12,Dhauda Anogeissus latifolia,0.2143,20,20.22222137451172,0.41573970964156254,6,6.222222328186035,0.18606041430742018,0.7126271924789311
20.805103_84.650732,20.8051,84.6507,4.676,106.1752,ANGUL,ATHAMALLIK,JOGI BANDHA,,11,11.6777,4.198,1.9883,15.0,8.2182,1749.272,88.0,8,Asana Terminalia alata,0.1818,19,19.11111068725586,0.7370277311900736,6,6.222222328186035,0.1722507122147046,0.6020002196150543
20.805368_84.649812,20.8054,84.6498,4.808,99.4634,ANGUL,ATHAMALLIK,JOGI BANDHA,,6,0.2171,0.592,0.512,0.99,1.3263,14.2444,8.0,6,Kendu Diospyros melanoxylon,0.1667,18,17.66666603088379,1.0540925533894598,6,6.222222328186035,0.1770740853192384,0.6469078684858744
20.806103_84.651004,20.8061,84.651,4.587,91.4365,ANGUL,ATHAMALLIK,JOGI BANDHA,,16,10.6749,9.2,3.6842,13.0,6.9431,1565.3684,43.0,15,Karada Cleistanthus collinus,0.125,20,19.77777862548828,0.41573970964156254,6,6.44444465637207,0.17964913984546568,0.6867305148948858
20.825695_84.645693,20.8257,84.6457,4.958,111.6158,ANGUL,ATHAMALLIK,ANANDA PUR,,5,10.3666,3.03,3.03,12.0,5.8569,337.5676,68.0,4,Kasi Bridelia squamosa/retusa,0.4,13,14.666666984558105,1.632993161855452,9,7.777777671813965,0.19190727473846286,0.5795927764427602
20.825723_84.645635,20.8257,84.6456,4.987,103.8917,ANGUL,ATHAMALLIK,ANANDA PUR,,12,6.7337,6.9,3.0942,12.0,5.7879,653.8754,33.0,7,Asana Terminalia alata,0.3333,17,15.666666984558105,1.5634719199411433,6,6.888888835906982,0.18140909801906016,0.6303932287118927
