Uri,Creation Date,Submission Date,Deviceid,Meta Instance Id,Statecat,Habdistrict,Habblock,Habpanchayat,Habrvillage,Habitation,Site Name,Landuse,Oth Desc,Area,Protect Status,Protect By,Protect Oth,Plot No,Plot Lat,Plot Long,Plot Alt,Plot Acc,Steepness,Plot Direction,Soil Ero,Livstk Use,Insects Pest,Charcoal,Organic Matter,Crown Cover,Species Available,Habit,Scientific Name,Oth Value,Gbh Girth,Height,Fodder Species,Fodder Diversity,Green Weight,DBH
uuid:4d44bee9-41d2-40a0-a52b-0a1cf79a86c6,2023-04-03,2023-04-03,collect:VbRfGKb7MZbxi4ih,uuid:4d44bee9-41d2-40a0-a52b-0a1cf79a86c6,ODISHA,DHENKANAL,KANKADAHAD,KANTAPAL,ADHAPALI,ADHAPALLI,Adhapali,Forest,,120.0,Protected,VanSurakshaSamiti,,5,21.0460249,85.525013,0.0,2799.999,3,Southeast,No,Yes,No,No,No,2023-06-10 00:00:00,Yes,SaplingSeedling,Kendu Diospyros melanoxylon,,2.32,4.0,,No,,0.7384789359463944
uuid:7a1993c6-535d-4064-bce2-32f60b3311ee,2023-04-03,2023-04-03,collect:VbRfGKb7MZbxi4ih,uuid:7a1993c6-535d-4064-bce2-32f60b3311ee,ODISHA,DHENKANAL,KANKADAHAD,KANTAPAL,ADHAPALI,ADHAPALLI,Adhapali,Forest,,120.0,Protected,VanSurakshaSamiti,,3,21.0460249,85.525013,0.0,2799.999,3,Northeast,No,Yes,No,No,No,2023-06-10 00:00:00,Yes,Tree,Kendu Diospyros melanoxylon,,24.0,8.0,,No,,7.639437268410976
uuid:4d44bee9-41d2-40a0-a52b-0a1cf79a86c6,2023-04-03,2023-04-03,collect:VbRfGKb7MZbxi4ih,uuid:4d44bee9-41d2-40a0-a52b-0a1cf79a86c6,ODISHA,DHENKANAL,KANKADAHAD,KANTAPAL,ADHAPALI,ADHAPALLI,Adhapali,Forest,,120.0,Protected,VanSurakshaSamiti,,5,21.0460249,85.525013,0.0,2799.999,3,Southeast,No,Yes,No,No,No,2023-06-10 00:00:00,Yes,SaplingSeedling,Kasi Bridelia squamosa/retusa,,2.24,5.0,,No,,0.7130141450516913
uuid:7a1993c6-535d-4064-bce2-32f60b3311ee,2023-04-03,2023-04-03,collect:VbRfGKb7MZbxi4ih,uuid:7a1993c6-535d-4064-bce2-32f60b3311ee,ODISHA,DHENKANAL,KANKADAHAD,KANTAPAL,ADHAPALI,ADHAPALLI,Adhapali,Forest,,120.0,Protected,VanSurakshaSamiti,,3,21.0460249,85.525013,0.0,2799.999,3,Northeast,No,Yes,No,No,No,2023-06-10 00:00:00,Yes,SaplingSeedling,Kendu Diospyros melanoxylon,,2.24,5.0,,No,,0.7130141450516913
uuid:7a1993c6-535d-4064-bce2-32f60b3311ee,2023-04-03,2023-04-03,collect:VbRfGKb7MZbxi4ih,uuid:7a1993c6-535d-4064-bce2-32f60b3311ee,ODISHA,DHENKANAL,KANKADAHAD,KANTAPAL,ADHAPALI,ADHAPALLI,Adhapali,Forest,,120.0,Protected,VanSurakshaSamiti,,3,21.0460249,85.525013,0.0,2799.999,3,Northeast,No,Yes,No,No,No,2023-06-10 00:00:00,Yes,SaplingSeedling,Harida Termanalia Chebula,,2.24,5.0,,No,,0.7130141450516913
uuid:7a1993c6-535d-4064-bce2-32f60b3311ee,2023-04-03,2023-04-03,collect:VbRfGKb7MZbxi4ih,uuid:7a1993c6-535d-4064-bce2-32f60b3311ee,ODISHA,DHENKANAL,KANKADAHAD,KANTAPAL,ADHAPALI,ADHAPALLI,Adhapali,Forest,,120.0,Protected,VanSurakshaSamiti,,3,21.0460249,85.525013,0.0,2799.999,3,Northeast,No,Yes,No,No,No,2023-06-10 00:00:00,Yes,SaplingSeedling,Bhalia Anacardium occidentale,,2.54,4.0,,No,,0.8085071109068284
uuid:7a1993c6-535d-4064-bce2-32f60b3311ee,2023-04-03,2023-04-03,collect:VbRfGKb7MZbxi4ih,uuid:7a1993c6-535d-4064-bce2-32f60b3311ee,ODISHA,DHENKANAL,KANKADAHAD,KANTAPAL,ADHAPALI,ADHAPALLI,Adhapali,Forest,,120.0,Protected,VanSurakshaSamiti,,3,21.0460249,85.525013,0.0,2799.999,3,Northeast,No,Yes,No,No,No,2023-06-10 00:00:00,Yes,SaplingSeedling,Pijuli Psidium guajava,,2.25,4.0,,No,,0.716197243913529
uuid:4d44bee9-41d2-40a0-a52b-0a1cf79a86c6,2023-04-03,2023-04-03,collect:VbRfGKb7MZbxi4ih,uuid:4d44bee9-41d2-40a0-a52b-0a1cf79a86c6,ODISHA,DHENKANAL,KANKADAHAD,KANTAPAL,ADHAPALI,ADHAPALLI,Adhapali,Forest,,120.0,Protected,VanSurakshaSamiti,,5,21.0460249,85.525013,0.0,2799.999,3,Southeast,No,Yes,No,No,No,2023-06-10 00:00:00,Yes,SaplingSeedling,Jamu Koli Syzygium cumini,,2.24,4.0,,No,,0.7130141450516913
uuid:4d44bee9-41d2-40a0-a52b-0a1cf79a86c6,2023-04-03,2023-04-03,collect:VbRfGKb7MZbxi4ih,uuid:4d44bee9-41d2-40a0-a52b-0a1cf79a86c6,ODISHA,DHENKANAL,KANKADAHAD,KANTAPAL,ADHAPALI,ADHAPALLI,Adhapali,Forest,,120.0,Protected,VanSurakshaSamiti,,5,21.0460249,85.525013,0.0,2799.999,3,Southeast,No,Yes,No,No,No,2023-06-10 00:00:00,Yes,Tree,Kendu Diospyros melanoxylon,,24.0,8.0,,No,,7.639437268410976
uuid:4d44bee9-41d2-40a0-a52b-0a1cf79a86c6,2023-04-03,2023-04-03,collect:VbRfGKb7MZbxi4ih,uuid:4d44bee9-41d2-40a0-a52b-0a1cf79a86c6,ODISHA,DHENKANAL,KANKADAHAD,KANTAPAL,ADHAPALI,ADHAPALLI,Adhapali,Forest,,120.0,Protected,VanSurakshaSamiti,,5,21.0460249,85.525013,0.0,2799.999,3,Southeast,No,Yes,No,No,No,2023-06-10 00:00:00,Yes,Tree,Kendu Diospyros melanoxylon,,27.0,8.0,,No,,8.594366926962348
uuid:4d44bee9-41d2-40a0-a52b-0a1cf79a86c6,2023-04-03,2023-04-03,collect:VbRfGKb7MZbxi4ih,uuid:4d44bee9-41d2-40a0-a52b-0a1cf79a86c6,ODISHA,DHENKANAL,KANKADAHAD,KANTAPAL,ADHAPALI,ADHAPALLI,Adhapali,Forest,,120.0,Protected,VanSurakshaSamiti,,5,21.0460249,85.525013,0.0,2799.999,3,Southeast,No,Yes,No,No,No,2023-06-10 00:00:00,Yes,Tree,Jamu Koli Syzygium cumini,,27.0,8.0,,No,,8.594366926962348
uuid:4d44bee9-41d2-40a0-a52b-0a1cf79a86c6,2023-04-03,2023-04-03,collect:VbRfGKb7MZbxi4ih,uuid:4d44bee9-41d2-40a0-a52b-0a1cf79a86c6,ODISHA,DHENKANAL,KANKADAHAD,KANTAPAL,ADHAPALI,ADHAPALLI,Adhapali,Forest,,120.0,Protected,VanSurakshaSamiti,,5,21.0460249,85.525013,0.0,2799.999,3,Southeast,No,Yes,No,No,No,2023-06-10 00:00:00,Yes,Tree,Simili Bombax ceiba,,23.0,8.0,,No,,7.321127382227186
uuid:4d44bee9-41d2-40a0-a52b-0a1cf79a86c6,2023-04-03,2023-04-03,collect:VbRfGKb7MZbxi4ih,uuid:4d44bee9-41d2-40a0-a52b-0a1cf79a86c6,ODISHA,DHENKANAL,KANKADAHAD,KANTAPAL,ADHAPALI,ADHAPALLI,Adhapali,Forest,,120.0,Protected,VanSurakshaSamiti,,5,21.0460249,85.525013,0.0,2799.999,3,Southeast,No,Yes,No,No,No,2023-06-10 00:00:00,Yes,Tree,Bara Ficus benghalensis,,27.0,8.0,,No,,8.594366926962348
uuid:4d44bee9-41d2-40a0-a52b-0a1cf79a86c6,2023-04-03,2023-04-03,collect:VbRfGKb7MZbxi4ih,uuid:4d44bee9-41d2-40a0-a52b-0a1cf79a86c6,ODISHA,DHENKANAL,KANKADAHAD,KANTAPAL,ADHAPALI,ADHAPALLI,Adhapali,Forest,,120.0,Protected,VanSurakshaSamiti,,5,21.0460249,85.525013,0.0,2799.999,3,Southeast,No,Yes,No,No,No,2023-06-10 00:00:00,Yes,Tree,Sala Shorea robusta,,27.0,8.0,,No,,8.594366926962348
uuid:4d44bee9-41d2-40a0-a52b-0a1cf79a86c6,2023-04-03,2023-04-03,collect:VbRfGKb7MZbxi4ih,uuid:4d44bee9-41d2-40a0-a52b-0a1cf79a86c6,ODISHA,DHENKANAL,KANKADAHAD,KANTAPAL,ADHAPALI,ADHAPALLI,Adhapali,Forest,,120.0,Protected,VanSurakshaSamiti,,5,21.0460249,85.525013,0.0,2799.999,3,Southeast,No,Yes,No,No,No,2023-06-10 00:00:00,Yes,Tree,Sala Shorea robusta,,25.0,6.0,,No,,7.957747154594767
uuid:4d44bee9-41d2-40a0-a52b-0a1cf79a86c6,2023-04-03,2023-04-03,collect:VbRfGKb7MZbxi4ih,uuid:4d44bee9-41d2-40a0-a52b-0a1cf79a86c6,ODISHA,DHENKANAL,KANKADAHAD,KANTAPAL,ADHAPALI,ADHAPALLI,Adhapali,Forest,,120.0,Protected,VanSurakshaSamiti,,5,21.0460249,85.525013,0.0,2799.999,3,Southeast,No,Yes,No,No,No,2023-06-10 00:00:00,Yes,Tree,Sala Shorea robusta,,24.0,5.0,,No,,7.639437268410976
uuid:7a1993c6-535d-4064-bce2-32f60b3311ee,2023-04-03,2023-04-03,collect:VbRfGKb7MZbxi4ih,uuid:7a1993c6-535d-4064-bce2-32f60b3311ee,ODISHA,DHENKANAL,KANKADAHAD,KANTAPAL,ADHAPALI,ADHAPALLI,Adhapali,Forest,,120.0,Protected,VanSurakshaSamiti,,3,21.0460249,85.525013,0.0,2799.999,3,Northeast,No,Yes,No,No,No,2023-06-10 00:00:00,Yes,Tree,Sala Shorea robusta,,26.0,8.0,,No,,8.276057040778557
uuid:7a1993c6-535d-4064-bce2-32f60b3311ee,2023-04-03,2023-04-03,collect:VbRfGKb7MZbxi4ih,uuid:7a1993c6-535d-4064-bce2-32f60b3311ee,ODISHA,DHENKANAL,KANKADAHAD,KANTAPAL,ADHAPALI,ADHAPALLI,Adhapali,Forest,,120.0,Protected,VanSurakshaSamiti,,3,21.0460249,85.525013,0.0,2799.999,3,Northeast,No,Yes,No,No,No,2023-06-10 00:00:00,Yes,Tree,Jamu Koli Syzygium cumini,,27.0,8.0,,No,,8.594366926962348
uuid:7a1993c6-535d-4064-bce2-32f60b3311ee,2023-04-03,2023-04-03,collect:VbRfGKb7MZbxi4ih,uuid:7a1993c6-535d-4064-bce2-32f60b3311ee,ODISHA,DHENKANAL,KANKADAHAD,KANTAPAL,ADHAPALI,ADHAPALLI,Adhapali,Forest,,120.0,Protected,VanSurakshaSamiti,,3,21.0460249,85.525013,0.0,2799.999,3,Northeast,No,Yes,No,No,No,2023-06-10 00:00:00,Yes,Tree,Arjuna Terminalia arjuna,,27.0,5.0,,No,,8.594366926962348
uuid:7a1993c6-535d-4064-bce2-32f60b3311ee,2023-04-03,2023-04-03,collect:VbRfGKb7MZbxi4ih,uuid:7a1993c6-535d-4064-bce2-32f60b3311ee,ODISHA,DHENKANAL,KANKADAHAD,KANTAPAL,ADHAPALI,ADHAPALLI,Adhapali,Forest,,120.0,Protected,VanSurakshaSamiti,,3,21.0460249,85.525013,0.0,2799.999,3,Northeast,No,Yes,No,No,No,2023-06-10 00:00:00,Yes,Tree,Sala Shorea robusta,,24.0,8.0,,No,,7.639437268410976
uuid:7a1993c6-535d-4064-bce2-32f60b3311ee,2023-04-03,2023-04-03,collect:VbRfGKb7MZbxi4ih,uuid:7a1993c6-535d-4064-bce2-32f60b3311ee,ODISHA,DHENKANAL,KANKADAHAD,KANTAPAL,ADHAPALI,ADHAPALLI,Adhapali,Forest,,120.0,Protected,VanSurakshaSamiti,,3,21.0460249,85.525013,0.0,2799.999,3,Northeast,No,Yes,No,No,No,2023-06-10 00:00:00,Yes,Tree,Jamu Koli Syzygium cumini,,28.0,6.0,,No,,8.91267681314614
uuid:7a1993c6-535d-4064-bce2-32f60b3311ee,2023-04-03,2023-04-03,collect:VbRfGKb7MZbxi4ih,uuid:7a1993c6-535d-4064-bce2-32f60b3311ee,ODISHA,DHENKANAL,KANKADAHAD,KANTAPAL,ADHAPALI,ADHAPALLI,Adhapali,Forest,,120.0,Protected,VanSurakshaSamiti,,3,21.0460249,85.525013,0.0,2799.999,3,Northeast,No,Yes,No,No,No,2023-06-10 00:00:00,Yes,Tree,Sala Shorea robusta,,28.0,4.0,,No,,8.91267681314614
uuid:7a1993c6-535d-4064-bce2-32f60b3311ee,2023-04-03,2023-04-03,collect:VbRfGKb7MZbxi4ih,uuid:7a1993c6-535d-4064-bce2-32f60b3311ee,ODISHA,DHENKANAL,KANKADAHAD,KANTAPAL,ADHAPALI,ADHAPALLI,Adhapali,Forest,,120.0,Protected,VanSurakshaSamiti,,3,21.0460249,85.525013,0.0,2799.999,3,Northeast,No,Yes,No,No,No,2023-06-10 00:00:00,Yes,Tree,Gambhari Gmelina arborea,,27.0,4.0,,No,,8.594366926962348
uuid:7a1993c6-535d-4064-bce2-32f60b3311ee,2023-04-03,2023-04-03,collect:VbRfGKb7MZbxi4ih,uuid:7a1993c6-535d-4064-bce2-32f60b3311ee,ODISHA,DHENKANAL,KANKADAHAD,KANTAPAL,ADHAPALI,ADHAPALLI,Adhapali,Forest,,120.0,Protected,VanSurakshaSamiti,,3,21.0460249,85.525013,0.0,2799.999,3,Northeast,No,Yes,No,No,No,2023-06-10 00:00:00,Yes,Tree,Arjuna Terminalia arjuna,,23.0,8.0,,No,,7.321127382227186
uuid:7a1993c6-535d-4064-bce2-32f60b3311ee,2023-04-03,2023-04-03,collect:VbRfGKb7MZbxi4ih,uuid:7a1993c6-535d-4064-bce2-32f60b3311ee,ODISHA,DHENKANAL,KANKADAHAD,KANTAPAL,ADHAPALI,ADHAPALLI,Adhapali,Forest,,120.0,Protected,VanSurakshaSamiti,,3,21.0460249,85.525013,0.0,2799.999,3,Northeast,No,Yes,No,No,No,2023-06-10 00:00:00,Yes,Tree,Jamu Koli Syzygium cumini,,24.0,7.0,,No,,7.639437268410976
uuid:4d44bee9-41d2-40a0-a52b-0a1cf79a86c6,2023-04-03,2023-04-03,collect:VbRfGKb7MZbxi4ih,uuid:4d44bee9-41d2-40a0-a52b-0a1cf79a86c6,ODISHA,DHENKANAL,KANKADAHAD,KANTAPAL,ADHAPALI,ADHAPALLI,Adhapali,Forest,,120.0,Protected,VanSurakshaSamiti,,5,21.0460249,85.525013,0.0,2799.999,3,Southeast,No,Yes,No,No,No,2023-06-10 00:00:00,Yes,SaplingSeedling,Arjuna Terminalia arjuna,,2.31,5.0,,No,,0.7352958370845565
uuid:38380347-c47c-4ec7-b0fd-623a58cefd5e,2023-04-03,2023-04-03,collect:VbRfGKb7MZbxi4ih,uuid:38380347-c47c-4ec7-b0fd-623a58cefd5e,ODISHA,DHENKANAL,KANKADAHAD,KANTAPAL,ADHAPALI,ADHAPALLI,Adhapali,Forest,,120.0,Protected,VanSurakshaSamiti,,13,21.0460249,85.525013,0.0,2799.999,3,South,No,Yes,No,Yes,No,0-5,Yes,SaplingSeedling,Kasi Bridelia squamosa/retusa,,2.23,4.0,,No,,0.7098310461898533
uuid:38380347-c47c-4ec7-b0fd-623a58cefd5e,2023-04-03,2023-04-03,collect:VbRfGKb7MZbxi4ih,uuid:38380347-c47c-4ec7-b0fd-623a58cefd5e,ODISHA,DHENKANAL,KANKADAHAD,KANTAPAL,ADHAPALI,ADHAPALLI,Adhapali,Forest,,120.0,Protected,VanSurakshaSamiti,,13,21.0460249,85.525013,0.0,2799.999,3,South,No,Yes,No,Yes,No,0-5,Yes,SaplingSeedling,Pijuli Psidium guajava,,2.31,4.0,,No,,0.7352958370845565
uuid:38380347-c47c-4ec7-b0fd-623a58cefd5e,2023-04-03,2023-04-03,collect:VbRfGKb7MZbxi4ih,uuid:38380347-c47c-4ec7-b0fd-623a58cefd5e,ODISHA,DHENKANAL,KANKADAHAD,KANTAPAL,ADHAPALI,ADHAPALLI,Adhapali,Forest,,120.0,Protected,VanSurakshaSamiti,,13,21.0460249,85.525013,0.0,2799.999,3,South,No,Yes,No,Yes,No,0-5,Yes,SaplingSeedling,Mahula Madhuca indica,,2.1,3.0,,No,,0.6684507609859605
uuid:4d44bee9-41d2-40a0-a52b-0a1cf79a86c6,2023-04-03,2023-04-03,collect:VbRfGKb7MZbxi4ih,uuid:4d44bee9-41d2-40a0-a52b-0a1cf79a86c6,ODISHA,DHENKANAL,KANKADAHAD,KANTAPAL,ADHAPALI,ADHAPALLI,Adhapali,Forest,,120.0,Protected,VanSurakshaSamiti,,5,21.0460249,85.525013,0.0,2799.999,3,Southeast,No,Yes,No,No,No,2023-06-10 00:00:00,Yes,SaplingSeedling,Amba Mangifera indica,,2.24,5.0,,No,,0.7130141450516913
uuid:4d44bee9-41d2-40a0-a52b-0a1cf79a86c6,2023-04-03,2023-04-03,collect:VbRfGKb7MZbxi4ih,uuid:4d44bee9-41d2-40a0-a52b-0a1cf79a86c6,ODISHA,DHENKANAL,KANKADAHAD,KANTAPAL,ADHAPALI,ADHAPALLI,Adhapali,Forest,,120.0,Protected,VanSurakshaSamiti,,5,21.0460249,85.525013,0.0,2799.999,3,Southeast,No,Yes,No,No,No,2023-06-10 00:00:00,Yes,SaplingSeedling,Aanla Emblica officinal,,2.25,4.0,,No,,0.716197243913529
uuid:4d44bee9-41d2-40a0-a52b-0a1cf79a86c6,2023-04-03,2023-04-03,collect:VbRfGKb7MZbxi4ih,uuid:4d44bee9-41d2-40a0-a52b-0a1cf79a86c6,ODISHA,DHENKANAL,KANKADAHAD,KANTAPAL,ADHAPALI,ADHAPALLI,Adhapali,Forest,,120.0,Protected,VanSurakshaSamiti,,5,21.0460249,85.525013,0.0,2799.999,3,Southeast,No,Yes,No,No,No,2023-06-10 00:00:00,Yes,SaplingSeedling,Sala Shorea robusta,,2.27,4.0,,No,,0.7225634416372049
uuid:39d7e0b8-eb83-4fb3-84d8-c4130302b7f0,2023-04-03,2023-04-03,collect:VbRfGKb7MZbxi4ih,uuid:39d7e0b8-eb83-4fb3-84d8-c4130302b7f0,ODISHA,DHENKANAL,KANKADAHAD,KANTAPAL,ADHAPALI,ADHAPALLI,Adhapali,Forest,,120.0,Protected,VanSurakshaSamiti,,17,21.0421892,85.5205068,0.0,3299.999,3,North,No,No,No,No,No,0-5,Yes,Tree,Kendu Diospyros melanoxylon,,27.0,9.0,,No,,8.594366926962348
uuid:39d7e0b8-eb83-4fb3-84d8-c4130302b7f0,2023-04-03,2023-04-03,collect:VbRfGKb7MZbxi4ih,uuid:39d7e0b8-eb83-4fb3-84d8-c4130302b7f0,ODISHA,DHENKANAL,KANKADAHAD,KANTAPAL,ADHAPALI,ADHAPALLI,Adhapali,Forest,,120.0,Protected,VanSurakshaSamiti,,17,21.0421892,85.5205068,0.0,3299.999,3,North,No,No,No,No,No,0-5,Yes,SaplingSeedling,Simili Bombax ceiba,,2.24,4.0,,No,,0.7130141450516913
uuid:39d7e0b8-eb83-4fb3-84d8-c4130302b7f0,2023-04-03,2023-04-03,collect:VbRfGKb7MZbxi4ih,uuid:39d7e0b8-eb83-4fb3-84d8-c4130302b7f0,ODISHA,DHENKANAL,KANKADAHAD,KANTAPAL,ADHAPALI,ADHAPALLI,Adhapali,Forest,,120.0,Protected,VanSurakshaSamiti,,17,21.0421892,85.5205068,0.0,3299.999,3,North,No,No,No,No,No,0-5,Yes,Tree,Kasi Bridelia squamosa/retusa,,24.0,8.0,,No,,7.639437268410976
uuid:39d7e0b8-eb83-4fb3-84d8-c4130302b7f0,2023-04-03,2023-04-03,collect:VbRfGKb7MZbxi4ih,uuid:39d7e0b8-eb83-4fb3-84d8-c4130302b7f0,ODISHA,DHENKANAL,KANKADAHAD,KANTAPAL,ADHAPALI,ADHAPALLI,Adhapali,Forest,,120.0,Protected,VanSurakshaSamiti,,17,21.0421892,85.5205068,0.0,3299.999,3,North,No,No,No,No,No,0-5,Yes,Tree,Gambhari Gmelina arborea,,23.0,5.0,,No,,7.321127382227186
uuid:39d7e0b8-eb83-4fb3-84d8-c4130302b7f0,2023-04-03,2023-04-03,collect:VbRfGKb7MZbxi4ih,uuid:39d7e0b8-eb83-4fb3-84d8-c4130302b7f0,ODISHA,DHENKANAL,KANKADAHAD,KANTAPAL,ADHAPALI,ADHAPALLI,Adhapali,Forest,,120.0,Protected,VanSurakshaSamiti,,17,21.0421892,85.5205068,0.0,3299.999,3,North,No,No,No,No,No,0-5,Yes,Tree,Bhalia Anacardium occidentale,,27.0,8.0,,No,,8.594366926962348
uuid:39d7e0b8-eb83-4fb3-84d8-c4130302b7f0,2023-04-03,2023-04-03,collect:VbRfGKb7MZbxi4ih,uuid:39d7e0b8-eb83-4fb3-84d8-c4130302b7f0,ODISHA,DHENKANAL,KANKADAHAD,KANTAPAL,ADHAPALI,ADHAPALLI,Adhapali,Forest,,120.0,Protected,VanSurakshaSamiti,,17,21.0421892,85.5205068,0.0,3299.999,3,North,No,No,No,No,No,0-5,Yes,Tree,Simili Bombax ceiba,,23.0,7.0,,No,,7.321127382227186
uuid:39d7e0b8-eb83-4fb3-84d8-c4130302b7f0,2023-04-03,2023-04-03,collect:VbRfGKb7MZbxi4ih,uuid:39d7e0b8-eb83-4fb3-84d8-c4130302b7f0,ODISHA,DHENKANAL,KANKADAHAD,KANTAPAL,ADHAPALI,ADHAPALLI,Adhapali,Forest,,120.0,Protected,VanSurakshaSamiti,,17,21.0421892,85.5205068,0.0,3299.999,3,North,No,No,No,No,No,0-5,Yes,Tree,Sala Shorea robusta,,23.0,4.0,,No,,7.321127382227186
uuid:39d7e0b8-eb83-4fb3-84d8-c4130302b7f0,2023-04-03,2023-04-03,collect:VbRfGKb7MZbxi4ih,uuid:39d7e0b8-eb83-4fb3-84d8-c4130302b7f0,ODISHA,DHENKANAL,KANKADAHAD,KANTAPAL,ADHAPALI,ADHAPALLI,Adhapali,Forest,,120.0,Protected,VanSurakshaSamiti,,17,21.0421892,85.5205068,0.0,3299.999,3,North,No,No,No,No,No,0-5,Yes,Tree,Sala Shorea robusta,,24.0,5.0,,No,,7.639437268410976
uuid:a6143869-38c9-4630-854b-111c3952ac22,2023-04-03,2023-04-03,collect:VbRfGKb7MZbxi4ih,uuid:a6143869-38c9-4630-854b-111c3952ac22,ODISHA,DHENKANAL,KANKADAHAD,KANTAPAL,ADHAPALI,ADHAPALLI,Adhapali,Forest,,120.0,Protected,VanSurakshaSamiti,,1,21.0421892,85.5205068,0.0,3299.999,4,Northeast,No,Yes,Yes,Yes,No,0-5,Yes,Tree,Arjuna Terminalia arjuna,,27.0,8.0,,No,,8.594366926962348
uuid:a6143869-38c9-4630-854b-111c3952ac22,2023-04-03,2023-04-03,collect:VbRfGKb7MZbxi4ih,uuid:a6143869-38c9-4630-854b-111c3952ac22,ODISHA,DHENKANAL,KANKADAHAD,KANTAPAL,ADHAPALI,ADHAPALLI,Adhapali,Forest,,120.0,Protected,VanSurakshaSamiti,,1,21.0421892,85.5205068,0.0,3299.999,4,Northeast,No,Yes,Yes,Yes,No,0-5,Yes,Tree,Hinjala Barringtonia acutangula,,25.0,8.0,,No,,7.957747154594767
uuid:a6143869-38c9-4630-854b-111c3952ac22,2023-04-03,2023-04-03,collect:VbRfGKb7MZbxi4ih,uuid:a6143869-38c9-4630-854b-111c3952ac22,ODISHA,DHENKANAL,KANKADAHAD,KANTAPAL,ADHAPALI,ADHAPALLI,Adhapali,Forest,,120.0,Protected,VanSurakshaSamiti,,1,21.0421892,85.5205068,0.0,3299.999,4,Northeast,No,Yes,Yes,Yes,No,0-5,Yes,Tree,Simili Bombax ceiba,,21.0,7.0,,No,,6.684507609859605
uuid:a6143869-38c9-4630-854b-111c3952ac22,2023-04-03,2023-04-03,collect:VbRfGKb7MZbxi4ih,uuid:a6143869-38c9-4630-854b-111c3952ac22,ODISHA,DHENKANAL,KANKADAHAD,KANTAPAL,ADHAPALI,ADHAPALLI,Adhapali,Forest,,120.0,Protected,VanSurakshaSamiti,,1,21.0421892,85.5205068,0.0,3299.999,4,Northeast,No,Yes,Yes,Yes,No,0-5,Yes,Tree,Amba Mangifera indica,,23.0,4.0,,No,,7.321127382227186
uuid:39d7e0b8-eb83-4fb3-84d8-c4130302b7f0,2023-04-03,2023-04-03,collect:VbRfGKb7MZbxi4ih,uuid:39d7e0b8-eb83-4fb3-84d8-c4130302b7f0,ODISHA,DHENKANAL,KANKADAHAD,KANTAPAL,ADHAPALI,ADHAPALLI,Adhapali,Forest,,120.0,Protected,VanSurakshaSamiti,,17,21.0421892,85.5205068,0.0,3299.999,3,North,No,No,No,No,No,0-5,Yes,Tree,Arjuna Terminalia arjuna,,26.0,8.0,,No,,8.276057040778557
uuid:a6143869-38c9-4630-854b-111c3952ac22,2023-04-03,2023-04-03,collect:VbRfGKb7MZbxi4ih,uuid:a6143869-38c9-4630-854b-111c3952ac22,ODISHA,DHENKANAL,KANKADAHAD,KANTAPAL,ADHAPALI,ADHAPALLI,Adhapali,Forest,,120.0,Protected,VanSurakshaSamiti,,1,21.0421892,85.5205068,0.0,3299.999,4,Northeast,No,Yes,Yes,Yes,No,0-5,Yes,SaplingSeedling,Aanla Emblica officinal,,2.23,4.0,,No,,0.7098310461898533
uuid:a6143869-38c9-4630-854b-111c3952ac22,2023-04-03,2023-04-03,collect:VbRfGKb7MZbxi4ih,uuid:a6143869-38c9-4630-854b-111c3952ac22,ODISHA,DHENKANAL,KANKADAHAD,KANTAPAL,ADHAPALI,ADHAPALLI,Adhapali,Forest,,120.0,Protected,VanSurakshaSamiti,,1,21.0421892,85.5205068,0.0,3299.999,4,Northeast,No,Yes,Yes,Yes,No,0-5,Yes,SaplingSeedling,Kasi Bridelia squamosa/retusa,,2.25,4.0,,No,,0.716197243913529
uuid:a6143869-38c9-4630-854b-111c3952ac22,2023-04-03,2023-04-03,collect:VbRfGKb7MZbxi4ih,uuid:a6143869-38c9-4630-854b-111c3952ac22,ODISHA,DHENKANAL,KANKADAHAD,KANTAPAL,ADHAPALI,ADHAPALLI,Adhapali,Forest,,120.0,Protected,VanSurakshaSamiti,,1,21.0421892,85.5205068,0.0,3299.999,4,Northeast,No,Yes,Yes,Yes,No,0-5,Yes,SaplingSeedling,Pijuli Psidium guajava,,2.24,5.0,,No,,0.7130141450516913
uuid:a6143869-38c9-4630-854b-111c3952ac22,2023-04-03,2023-04-03,collect:VbRfGKb7MZbxi4ih,uuid:a6143869-38c9-4630-854b-111c3952ac22,ODISHA,DHENKANAL,KANKADAHAD,KANTAPAL,ADHAPALI,ADHAPALLI,Adhapali,Forest,,120.0,Protected,VanSurakshaSamiti,,1,21.0421892,85.5205068,0.0,3299.999,4,Northeast,No,Yes,Yes,Yes,No,0-5,Yes,SaplingSeedling,Panasa Artocarpus heterophyllus,,2.23,5.0,,No,,0.7098310461898533
uuid:a6143869-38c9-4630-854b-111c3952ac22,2023-04-03,2023-04-03,collect:VbRfGKb7MZbxi4ih,uuid:a6143869-38c9-4630-854b-111c3952ac22,ODISHA,DHENKANAL,KANKADAHAD,KANTAPAL,ADHAPALI,ADHAPALLI,Adhapali,Forest,,120.0,Protected,VanSurakshaSamiti,,1,21.0421892,85.5205068,0.0,3299.999,4,Northeast,No,Yes,Yes,Yes,No,0-5,Yes,SaplingSeedling,Amba Mangifera indica,,2.24,5.0,,No,,0.7130141450516913
